LECROYWR64MXi 50182 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 26-May-2013 17:27:15 0                 
Time Ampl
-2.23284e-008 -0.036925
-2.22284e-008 -0.00492627
-2.21284e-008 -0.00492627
-2.20284e-008 -0.00492627
-2.19284e-008 -0.036925
-2.18284e-008 -0.00492627
-2.17284e-008 -0.036925
-2.16284e-008 0.0110731
-2.15284e-008 -0.00492627
-2.14284e-008 -0.0209257
-2.13284e-008 -0.036925
-2.12284e-008 -0.036925
-2.11284e-008 -0.0529244
-2.10284e-008 -0.036925
-2.09284e-008 -0.0209257
-2.08284e-008 -0.00492627
-2.07284e-008 -0.0209257
-2.06284e-008 -0.0209257
-2.05284e-008 -0.0529244
-2.04284e-008 -0.0209257
-2.03284e-008 -0.0209257
-2.02284e-008 -0.0209257
-2.01284e-008 -0.036925
-2.00284e-008 -0.0209257
-1.99284e-008 -0.036925
-1.98284e-008 -0.036925
-1.97284e-008 -0.00492627
-1.96284e-008 -0.0209257
-1.95284e-008 -0.036925
-1.94284e-008 -0.0209257
-1.93284e-008 -0.0529244
-1.92284e-008 -0.00492627
-1.91284e-008 0.0110731
-1.90284e-008 -0.00492627
-1.89284e-008 -0.0209257
-1.88284e-008 -0.00492627
-1.87284e-008 -0.0849232
-1.86284e-008 -0.0209257
-1.85284e-008 -0.00492627
-1.84284e-008 -0.00492627
-1.83284e-008 -0.00492627
-1.82284e-008 -0.00492627
-1.81284e-008 -0.0209257
-1.80284e-008 -0.00492627
-1.79284e-008 -0.00492627
-1.78284e-008 0.0110731
-1.77284e-008 -0.00492627
-1.76284e-008 -0.0209257
-1.75284e-008 -0.036925
-1.74284e-008 -0.0209257
-1.73284e-008 -0.0209257
-1.72284e-008 -0.00492627
-1.71284e-008 -0.0209257
-1.70284e-008 -0.0209257
-1.69284e-008 -0.0529244
-1.68284e-008 -0.036925
-1.67284e-008 -0.0209257
-1.66284e-008 -0.0209257
-1.65284e-008 -0.00492627
-1.64284e-008 -0.00492627
-1.63284e-008 -0.0209257
-1.62284e-008 -0.0209257
-1.61284e-008 -0.0209257
-1.60284e-008 -0.00492627
-1.59284e-008 -0.0209257
-1.58284e-008 -0.00492627
-1.57284e-008 -0.036925
-1.56284e-008 -0.0209257
-1.55284e-008 -0.0209257
-1.54284e-008 -0.00492627
-1.53284e-008 -0.00492627
-1.52284e-008 -0.0209257
-1.51284e-008 -0.0209257
-1.50284e-008 -0.00492627
-1.49284e-008 -0.00492627
-1.48284e-008 -0.00492627
-1.47284e-008 -0.0209257
-1.46284e-008 -0.00492627
-1.45284e-008 -0.0529244
-1.44284e-008 -0.00492627
-1.43284e-008 -0.0209257
-1.42284e-008 -0.0209257
-1.41284e-008 -0.036925
-1.40284e-008 -0.00492627
-1.39284e-008 -0.0209257
-1.38284e-008 -0.00492627
-1.37284e-008 -0.0209257
-1.36284e-008 -0.00492627
-1.35284e-008 -0.0209257
-1.34284e-008 -0.00492627
-1.33284e-008 -0.036925
-1.32284e-008 -0.00492627
-1.31284e-008 -0.0209257
-1.30284e-008 -0.0209257
-1.29284e-008 -0.0209257
-1.28284e-008 -0.0209257
-1.27284e-008 -0.036925
-1.26284e-008 -0.036925
-1.25284e-008 -0.036925
-1.24284e-008 -0.036925
-1.23284e-008 -0.036925
-1.22284e-008 -0.036925
-1.21284e-008 -0.0209257
-1.20284e-008 -0.0209257
-1.19284e-008 -0.0209257
-1.18284e-008 -0.036925
-1.17284e-008 -0.036925
-1.16284e-008 -0.036925
-1.15284e-008 -0.036925
-1.14284e-008 0.0110731
-1.13284e-008 -0.00492627
-1.12284e-008 0.0110731
-1.11284e-008 -0.0529244
-1.10284e-008 -0.00492627
-1.09284e-008 -0.036925
-1.08284e-008 -0.00492627
-1.07284e-008 -0.00492627
-1.06284e-008 -0.0209257
-1.05284e-008 -0.0209257
-1.04284e-008 -0.036925
-1.03284e-008 -0.036925
-1.02284e-008 0.0110731
-1.01284e-008 -0.00492627
-1.00284e-008 0.0110731
-9.92839e-009 -0.0209257
-9.82839e-009 -0.00492627
-9.72839e-009 -0.036925
-9.62839e-009 -0.00492627
-9.52839e-009 -0.00492627
-9.42839e-009 -0.00492627
-9.32839e-009 -0.0209257
-9.22839e-009 -0.0209257
-9.12839e-009 -0.036925
-9.02839e-009 -0.0209257
-8.92839e-009 -0.0209257
-8.82839e-009 -0.0209257
-8.72839e-009 -0.0209257
-8.62839e-009 -0.0209257
-8.52839e-009 -0.0529244
-8.42839e-009 -0.036925
-8.32839e-009 -0.0209257
-8.22839e-009 -0.0209257
-8.12839e-009 -0.036925
-8.02839e-009 -0.00492627
-7.92839e-009 -0.0529244
-7.82839e-009 -0.0209257
-7.72839e-009 -0.0209257
-7.62839e-009 -0.0209257
-7.52839e-009 -0.0209257
-7.42839e-009 -0.00492627
-7.32839e-009 -0.036925
-7.22839e-009 -0.00492627
-7.12839e-009 -0.0209257
-7.02839e-009 -0.00492627
-6.92839e-009 -0.0209257
-6.82839e-009 -0.00492627
-6.72839e-009 -0.0209257
-6.62839e-009 -0.0209257
-6.52839e-009 -0.00492627
-6.42839e-009 0.0110731
-6.32839e-009 -0.0209257
-6.22839e-009 0.0110731
-6.12839e-009 -0.00492627
-6.02839e-009 0.0110731
-5.92839e-009 -0.0209257
-5.82839e-009 -0.0209257
-5.72839e-009 -0.0209257
-5.62839e-009 -0.00492627
-5.52839e-009 -0.0209257
-5.42839e-009 -0.036925
-5.32839e-009 -0.036925
-5.22839e-009 -0.036925
-5.12839e-009 -0.0209257
-5.02839e-009 -0.0209257
-4.92839e-009 -0.0209257
-4.82839e-009 -0.00492627
-4.72839e-009 -0.0209257
-4.62839e-009 -0.0209257
-4.52839e-009 -0.036925
-4.42839e-009 -0.0209257
-4.32839e-009 -0.00492627
-4.22839e-009 -0.0209257
-4.12839e-009 -0.00492627
-4.02839e-009 -0.036925
-3.92839e-009 -0.00492627
-3.82839e-009 0.0430719
-3.72839e-009 0.107069
-3.62839e-009 0.251064
-3.52839e-009 0.395058
-3.42839e-009 0.555052
-3.32839e-009 0.715046
-3.22839e-009 0.779044
-3.12839e-009 0.811042
-3.02839e-009 0.795043
-2.92839e-009 0.763044
-2.82839e-009 0.715046
-2.72839e-009 0.731045
-2.62839e-009 0.795043
-2.52839e-009 0.87504
-2.42839e-009 0.923038
-2.32839e-009 0.955037
-2.22839e-009 0.971036
-2.12839e-009 1.05103
-2.02839e-009 1.06703
-1.92839e-009 1.09903
-1.82839e-009 1.16303
-1.72839e-009 1.22703
-1.62839e-009 1.29102
-1.52839e-009 1.33902
-1.42839e-009 1.43502
-1.32839e-009 1.46702
-1.22839e-009 1.54701
-1.12839e-009 1.56301
-1.02839e-009 1.61101
-9.28393e-010 1.62701
-8.28393e-010 1.65901
-7.28393e-010 1.70701
-6.28393e-010 1.77101
-5.28393e-010 1.787
-4.28393e-010 1.819
-3.28393e-010 1.851
-2.28393e-010 1.899
-1.28393e-010 1.963
-2.83934e-011 1.979
7.16066e-011 2.043
1.71607e-010 2.05899
2.71607e-010 2.05899
3.71607e-010 2.10699
4.71607e-010 2.15499
5.71607e-010 2.17099
6.71607e-010 2.26699
7.71607e-010 2.25099
