LECROYWR64MXi 50182 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 26-May-2013 17:49:20 0                 
Time Ampl
-2.23253e-008 0.0110731
-2.22253e-008 -0.0209257
-2.21253e-008 0.0270725
-2.20253e-008 -0.00492627
-2.19253e-008 -0.00492627
-2.18253e-008 -0.0209257
-2.17253e-008 0.0110731
-2.16253e-008 -0.036925
-2.15253e-008 0.0270725
-2.14253e-008 -0.00492627
-2.13253e-008 -0.0209257
-2.12253e-008 -0.0209257
-2.11253e-008 -0.00492627
-2.10253e-008 -0.036925
-2.09253e-008 -0.0209257
-2.08253e-008 -0.00492627
-2.07253e-008 -0.00492627
-2.06253e-008 -0.0209257
-2.05253e-008 0.0110731
-2.04253e-008 -0.00492627
-2.03253e-008 0.0270725
-2.02253e-008 -0.00492627
-2.01253e-008 -0.00492627
-2.00253e-008 -0.036925
-1.99253e-008 -0.036925
-1.98253e-008 -0.0209257
-1.97253e-008 -0.0209257
-1.96253e-008 -0.00492627
-1.95253e-008 0.0110731
-1.94253e-008 -0.00492627
-1.93253e-008 0.0110731
-1.92253e-008 -0.0209257
-1.91253e-008 -0.0209257
-1.90253e-008 -0.00492627
-1.89253e-008 -0.00492627
-1.88253e-008 -0.036925
-1.87253e-008 -0.00492627
-1.86253e-008 -0.036925
-1.85253e-008 0.0110731
-1.84253e-008 0.0110731
-1.83253e-008 -0.0209257
-1.82253e-008 -0.00492627
-1.81253e-008 -0.00492627
-1.80253e-008 -0.036925
-1.79253e-008 -0.00492627
-1.78253e-008 -0.0209257
-1.77253e-008 0.0110731
-1.76253e-008 -0.00492627
-1.75253e-008 -0.00492627
-1.74253e-008 -0.0529244
-1.73253e-008 -0.00492627
-1.72253e-008 -0.0209257
-1.71253e-008 0.0110731
-1.70253e-008 -0.00492627
-1.69253e-008 0.0110731
-1.68253e-008 -0.00492627
-1.67253e-008 -0.00492627
-1.66253e-008 -0.0209257
-1.65253e-008 -0.00492627
-1.64253e-008 -0.00492627
-1.63253e-008 0.0110731
-1.62253e-008 -0.0209257
-1.61253e-008 -0.0209257
-1.60253e-008 -0.00492627
-1.59253e-008 -0.00492627
-1.58253e-008 0.0110731
-1.57253e-008 -0.00492627
-1.56253e-008 -0.036925
-1.55253e-008 -0.00492627
-1.54253e-008 -0.036925
-1.53253e-008 -0.00492627
-1.52253e-008 -0.00492627
-1.51253e-008 0.0110731
-1.50253e-008 -0.00492627
-1.49253e-008 -0.00492627
-1.48253e-008 0.0110731
-1.47253e-008 -0.0209257
-1.46253e-008 -0.0209257
-1.45253e-008 -0.00492627
-1.44253e-008 -0.0209257
-1.43253e-008 -0.00492627
-1.42253e-008 -0.00492627
-1.41253e-008 -0.00492627
-1.40253e-008 -0.0209257
-1.39253e-008 -0.00492627
-1.38253e-008 -0.0209257
-1.37253e-008 -0.00492627
-1.36253e-008 -0.00492627
-1.35253e-008 -0.00492627
-1.34253e-008 -0.0209257
-1.33253e-008 0.0110731
-1.32253e-008 -0.0209257
-1.31253e-008 -0.00492627
-1.30253e-008 -0.00492627
-1.29253e-008 -0.00492627
-1.28253e-008 -0.0209257
-1.27253e-008 0.0110731
-1.26253e-008 -0.0209257
-1.25253e-008 -0.00492627
-1.24253e-008 0.0110731
-1.23253e-008 -0.00492627
-1.22253e-008 -0.0529244
-1.21253e-008 -0.036925
-1.20253e-008 -0.0529244
-1.19253e-008 0.0270725
-1.18253e-008 -0.00492627
-1.17253e-008 -0.00492627
-1.16253e-008 -0.036925
-1.15253e-008 -0.0209257
-1.14253e-008 -0.036925
-1.13253e-008 -0.00492627
-1.12253e-008 -0.00492627
-1.11253e-008 -0.00492627
-1.10253e-008 -0.036925
-1.09253e-008 -0.0209257
-1.08253e-008 -0.0689238
-1.07253e-008 0.0110731
-1.06253e-008 -0.00492627
-1.05253e-008 -0.00492627
-1.04253e-008 -0.0209257
-1.03253e-008 -0.0209257
-1.02253e-008 -0.0529244
-1.01253e-008 -0.00492627
-1.00253e-008 -0.00492627
-9.92528e-009 0.0110731
-9.82528e-009 -0.036925
-9.72528e-009 -0.036925
-9.62528e-009 -0.0529244
-9.52528e-009 -0.00492627
-9.42528e-009 -0.0209257
-9.32528e-009 -0.00492627
-9.22528e-009 -0.036925
-9.12528e-009 -0.00492627
-9.02528e-009 -0.0529244
-8.92528e-009 0.0110731
-8.82528e-009 -0.0209257
-8.72528e-009 -0.00492627
-8.62528e-009 -0.00492627
-8.52528e-009 -0.00492627
-8.42528e-009 -0.00492627
-8.32528e-009 -0.0209257
-8.22528e-009 -0.0209257
-8.12528e-009 -0.00492627
-8.02528e-009 -0.0209257
-7.92528e-009 -0.00492627
-7.82528e-009 -0.0209257
-7.72528e-009 -0.00492627
-7.62528e-009 -0.0209257
-7.52528e-009 -0.00492627
-7.42528e-009 -0.00492627
-7.32528e-009 0.0110731
-7.22528e-009 -0.0209257
-7.12528e-009 -0.00492627
-7.02528e-009 -0.0209257
-6.92528e-009 0.0110731
-6.82528e-009 -0.0209257
-6.72528e-009 -0.00492627
-6.62528e-009 -0.0209257
-6.52528e-009 -0.00492627
-6.42528e-009 -0.036925
-6.32528e-009 -0.00492627
-6.22528e-009 -0.036925
-6.12528e-009 0.0110731
-6.02528e-009 -0.0209257
-5.92528e-009 -0.0209257
-5.82528e-009 -0.0209257
-5.72528e-009 -0.0209257
-5.62528e-009 -0.0209257
-5.52528e-009 0.0110731
-5.42528e-009 -0.0209257
-5.32528e-009 0.0110731
-5.22528e-009 -0.0209257
-5.12528e-009 -0.00492627
-5.02528e-009 -0.0209257
-4.92528e-009 -0.00492627
-4.82528e-009 -0.0209257
-4.72528e-009 0.0110731
-4.62528e-009 -0.0209257
-4.52528e-009 -0.0209257
-4.42528e-009 -0.0209257
-4.32528e-009 0.0110731
-4.22528e-009 -0.036925
-4.12528e-009 -0.00492627
-4.02528e-009 -0.00492627
-3.92528e-009 -0.0209257
-3.82528e-009 -0.0209257
-3.72528e-009 -0.00492627
-3.62528e-009 -0.00492627
-3.52528e-009 -0.00492627
-3.42528e-009 -0.0209257
-3.32528e-009 0.0110731
-3.22528e-009 -0.0209257
-3.12528e-009 -0.0209257
-3.02528e-009 -0.00492627
-2.92528e-009 0.0590713
-2.82528e-009 0.0590713
-2.72528e-009 0.171067
-2.62528e-009 0.34706
-2.52528e-009 0.475055
-2.42528e-009 0.635049
-2.32528e-009 0.795043
-2.22528e-009 0.811042
-2.12528e-009 0.811042
-2.02528e-009 0.779044
-1.92528e-009 0.763044
-1.82528e-009 0.747045
-1.72528e-009 0.811042
-1.62528e-009 0.827042
-1.52528e-009 0.87504
-1.42528e-009 0.939037
-1.32528e-009 0.987036
-1.22528e-009 0.987036
-1.12528e-009 1.06703
-1.02528e-009 1.09903
-9.2528e-010 1.14703
-8.2528e-010 1.21103
-7.2528e-010 1.25903
-6.2528e-010 1.33902
-5.2528e-010 1.40302
-4.2528e-010 1.46702
-3.2528e-010 1.51502
-2.2528e-010 1.51502
-1.2528e-010 1.54701
-2.52797e-011 1.62701
7.47203e-011 1.62701
1.7472e-010 1.69101
2.7472e-010 1.69101
3.7472e-010 1.75501
4.7472e-010 1.819
5.7472e-010 1.819
6.7472e-010 1.915
7.7472e-010 1.915
8.7472e-010 1.947
9.7472e-010 1.995
1.07472e-009 2.027
1.17472e-009 2.07499
1.27472e-009 2.10699
1.37472e-009 2.13899
1.47472e-009 2.15499
1.57472e-009 2.17099
1.67472e-009 2.21899
1.77472e-009 2.23499
1.87472e-009 2.29899
1.97472e-009 2.31498
2.07472e-009 2.33098
2.17472e-009 2.36298
2.27472e-009 2.36298
2.37472e-009 2.42698
2.47472e-009 2.44298
2.57472e-009 2.47498
2.67472e-009 2.47498
2.77472e-009 2.50698
2.87472e-009 2.53898
2.97472e-009 2.55498
3.07472e-009 2.58697
3.17472e-009 2.60297
3.27472e-009 2.60297
3.37472e-009 2.61897
3.47472e-009 2.68297
3.57472e-009 2.69897
3.67472e-009 2.66697
3.77472e-009 2.71497
3.87472e-009 2.71497
3.97472e-009 2.79497
4.07472e-009 2.81097
4.17472e-009 2.81097
4.27472e-009 2.79497
4.37472e-009 2.81097
4.47472e-009 2.82696
4.57472e-009 2.84296
4.67472e-009 2.87496
4.77472e-009 2.87496
4.87472e-009 2.89096
4.97472e-009 2.90696
5.07472e-009 2.90696
5.17472e-009 2.95496
5.27472e-009 2.95496
5.37472e-009 2.97096
5.47472e-009 2.97096
5.57472e-009 2.97096
5.67472e-009 3.00296
5.77472e-009 3.01896
5.87472e-009 3.03496
5.97472e-009 3.01896
6.07472e-009 3.03496
6.17472e-009 3.03496
6.27472e-009 3.01896
6.37472e-009 3.08296
6.47472e-009 3.11495
6.57472e-009 3.13095
6.67472e-009 3.13095
6.77472e-009 3.09895
6.87472e-009 3.14695
6.97472e-009 3.14695
7.07472e-009 3.14695
7.17472e-009 3.16295
7.27472e-009 3.14695
7.37472e-009 3.14695
7.47472e-009 3.16295
7.57472e-009 3.16295
7.67472e-009 3.21095
7.77472e-009 3.19495
7.87472e-009 3.21095
7.97472e-009 3.17895
8.07472e-009 3.22695
8.17472e-009 3.22695
8.27472e-009 3.24295
8.37472e-009 3.27495
8.47472e-009 3.30695
8.57472e-009 3.22695
8.67472e-009 3.25895
8.77472e-009 3.30695
8.87472e-009 3.27495
8.97472e-009 3.32295
9.07472e-009 3.30695
9.17472e-009 3.32295
9.27472e-009 3.30695
9.37472e-009 3.30695
9.47472e-009 3.32295
9.57472e-009 3.32295
9.67472e-009 3.35494
9.77472e-009 3.32295
9.87472e-009 3.33895
9.97472e-009 3.35494
1.00747e-008 3.35494
1.01747e-008 3.38694
1.02747e-008 3.40294
1.03747e-008 3.41894
1.04747e-008 3.43494
1.05747e-008 3.43494
1.06747e-008 3.40294
1.07747e-008 3.41894
1.08747e-008 3.48294
1.09747e-008 3.43494
1.10747e-008 3.45094
1.11747e-008 3.45094
1.12747e-008 3.43494
1.13747e-008 3.43494
1.14747e-008 3.46694
1.15747e-008 3.45094
1.16747e-008 3.45094
1.17747e-008 3.46694
1.18747e-008 3.45094
1.19747e-008 3.48294
1.20747e-008 3.49894
1.21747e-008 3.49894
1.22747e-008 3.49894
1.23747e-008 3.48294
1.24747e-008 3.46694
1.25747e-008 3.48294
1.26747e-008 3.49894
1.27747e-008 3.49894
1.28747e-008 3.53094
1.29747e-008 3.49894
1.30747e-008 3.49894
1.31747e-008 3.49894
1.32747e-008 3.54694
1.33747e-008 3.49894
1.34747e-008 3.56294
1.35747e-008 3.54694
1.36747e-008 3.49894
1.37747e-008 3.53094
1.38747e-008 3.56294
1.39747e-008 3.54694
1.40747e-008 3.56294
1.41747e-008 3.54694
1.42747e-008 3.56294
1.43747e-008 3.51494
1.44747e-008 3.57894
1.45747e-008 3.56294
1.46747e-008 3.56294
1.47747e-008 3.57894
1.48747e-008 3.57894
1.49747e-008 3.56294
1.50747e-008 3.61093
1.51747e-008 3.57894
1.52747e-008 3.61093
1.53747e-008 3.61093
1.54747e-008 3.59494
1.55747e-008 3.57894
1.56747e-008 3.62693
1.57747e-008 3.59494
1.58747e-008 3.61093
1.59747e-008 3.61093
1.60747e-008 3.62693
1.61747e-008 3.61093
1.62747e-008 3.64293
1.63747e-008 3.62693
1.64747e-008 3.62693
1.65747e-008 3.62693
1.66747e-008 3.64293
1.67747e-008 3.59494
1.68747e-008 3.64293
1.69747e-008 3.62693
1.70747e-008 3.64293
1.71747e-008 3.64293
1.72747e-008 3.67493
1.73747e-008 3.65893
1.74747e-008 3.64293
1.75747e-008 3.64293
1.76747e-008 3.64293
1.77747e-008 3.64293
1.78747e-008 3.69093
1.79747e-008 3.64293
1.80747e-008 3.67493
1.81747e-008 3.65893
1.82747e-008 3.65893
1.83747e-008 3.65893
1.84747e-008 3.70693
1.85747e-008 3.67493
1.86747e-008 3.69093
1.87747e-008 3.69093
1.88747e-008 3.69093
1.89747e-008 3.69093
1.90747e-008 3.69093
1.91747e-008 3.70693
1.92747e-008 3.73893
1.93747e-008 3.69093
1.94747e-008 3.69093
1.95747e-008 3.69093
1.96747e-008 3.70693
1.97747e-008 3.69093
1.98747e-008 3.73893
1.99747e-008 3.72293
2.00747e-008 3.69093
2.01747e-008 3.69093
2.02747e-008 3.72293
2.03747e-008 3.69093
2.04747e-008 3.73893
2.05747e-008 3.72293
2.06747e-008 3.69093
2.07747e-008 3.69093
2.08747e-008 3.72293
2.09747e-008 3.70693
2.10747e-008 3.75493
2.11747e-008 3.73893
2.12747e-008 3.70693
2.13747e-008 3.69093
2.14747e-008 3.70693
2.15747e-008 3.72293
2.16747e-008 3.77093
2.17747e-008 3.77093
2.18747e-008 3.70693
2.19747e-008 3.72293
2.20747e-008 3.70693
2.21747e-008 3.72293
2.22747e-008 3.78693
2.23747e-008 3.78693
2.24747e-008 3.72293
2.25747e-008 3.73893
2.26747e-008 3.77093
2.27747e-008 3.73893
2.28747e-008 3.78693
2.29747e-008 3.77093
2.30747e-008 3.75493
2.31747e-008 3.73893
2.32747e-008 3.73893
2.33747e-008 3.75493
2.34747e-008 3.78693
2.35747e-008 3.80293
2.36747e-008 3.77093
2.37747e-008 3.73893
2.38747e-008 3.73893
2.39747e-008 3.73893
2.40747e-008 3.80293
2.41747e-008 3.81893
2.42747e-008 3.75493
2.43747e-008 3.77093
2.44747e-008 3.77093
2.45747e-008 3.75493
2.46747e-008 3.80293
2.47747e-008 3.80293
2.48747e-008 3.75493
2.49747e-008 3.78693
2.50747e-008 3.75493
2.51747e-008 3.75493
2.52747e-008 3.81893
2.53747e-008 3.78693
2.54747e-008 3.78693
2.55747e-008 3.80293
2.56747e-008 3.78693
2.57747e-008 3.78693
2.58747e-008 3.81893
2.59747e-008 3.80293
2.60747e-008 3.80293
2.61747e-008 3.81893
2.62747e-008 3.81893
2.63747e-008 3.78693
2.64747e-008 3.83493
2.65747e-008 3.83493
2.66747e-008 3.78693
2.67747e-008 3.83493
2.68747e-008 3.83493
2.69747e-008 3.78693
2.70747e-008 3.85093
2.71747e-008 3.81893
2.72747e-008 3.80293
2.73747e-008 3.81893
2.74747e-008 3.85093
2.75747e-008 3.78693
2.76747e-008 3.83493
2.77747e-008 3.81893
